# Legalization file
0 0      1 16      2295 144
2955   1455.7833 1601.1804    14 16
2956   267.86737 1205.787    12 16
2957   71.82731 587.84326    6 16
2958   70.7495 529.38336    28 16
2959   165.28838 572.45856    16 16
2960   78.51164 1112.2982    8 16
2961   323.17706 112.06973    14 16
2962   584.25244 1471.0647    6 16
2963   1429.5066 1737.1262    4 16
2964   597.5487 979.7344    2 16
2965   555.0409 149.15799    4 16
2966   243.55942 26.36448    8 16
2967   459.15863 246.2867    6 16
2968   744.7175 755.6643    8 16
2969   562.1813 57.347397    6 16
2970   804.2023 670.21906    10 16
2971   682.4164 923.81726    2 16
2972   573.8456 1384.8174    14 16
2973   297.7363 501.77255    6 16
2974   1203.1161 1309.1232    4 16
2975   204.16016 1173.3933    2 16
2976   500.7275 202.36607    12 16
2977   740.3551 1198.3713    6 16
2978   639.2793 2001.4419    12 16
2979   217.97108 2210.7856    8 16
2980   396.4686 -0.2802682    6 16
2981   300.08264 2194.4546    14 16
2982   674.3229 613.0637    8 16
2983   516.4375 634.68176    8 16
2984   132.05878 176.28653    24 16
2985   370.06607 2009.71    10 16
2986   761.2417 525.2066    6 16
2987   782.69495 1667.6602    6 16
2988   95.08587 635.79126    6 16
2989   1231.7887 1163.875    14 16
2990   432.68317 132.10095    10 16
2991   750.81824 1522.0391    8 16
2992   711.9229 75.5351    8 16
2993   597.622 1645.5507    8 16
2994   153.30139 999.9645    6 16
2995   251.5426 1423.0366    2 16
2996   835.99756 1082.4475    16 16
2997   602.4966 2098.105    6 16
2998   765.55414 744.2333    14 16
2999   404.94806 1537.8552    2 16
3000   1.5725532 380.47324    8 16
3001   5.664921 994.67017    14 16
3002   657.53394 2102.4846    14 16
3003   336.34442 342.55963    8 16
3004   802.25726 2004.2183    10 16
3005   841.95294 2047.3281    2 16
3006   838.51605 49.026115    8 16
3007   394.77014 1381.4747    12 16
3008   317.6304 1359.5879    14 16
3009   50.078354 1174.9387    2 16
3010   128.38515 372.16776    2 16
3011   892.5983 1749.6881    24 16
3012   860.7339 164.6968    6 16
3013   106.056625 950.04816    8 16
3014   393.36426 1559.8535    8 16
3015   671.90356 324.92004    12 16
3016   766.6295 823.1039    14 16
3017   828.9491 118.360306    6 16
3018   177.21292 485.08643    8 16
3019   230.21219 1663.2678    14 16
3020   583.88086 215.8218    6 16
3021   669.53687 1502.5854    6 16
3022   626.5437 251.06992    8 16
3023   1406.5061 1501.0372    63 128
3024   45.3667 379.03763    4 16
3025   344.6184 703.4739    4 16
3026   499.6895 1487.6351    8 16
3027   407.4654 693.1035    2 16
3028   152.42773 1240.0295    2 16
3029   857.21106 718.1426    6 16
3030   473.14355 134.47363    10 16
3031   289.4505 269.14825    8 16
3032   583.72437 948.3031    2 16
3033   1149.1265 140.776    42 16
3034   208.14482 1480.1311    2 16
3035   642.9824 17.85971    6 16
3036   187.99988 1308.1013    12 16
3037   309.9002 970.29175    6 16
3038   318.34174 379.03247    4 16
3039   696.97284 1199.0183    14 16
3040   414.13275 898.3006    16 16
3041   204.33652 1680.6343    16 16
3042   728.49884 976.7042    8 16
3043   681.9857 1319.1085    4 16
3044   757.32666 1263.4463    12 16
3045   433.23227 666.44995    14 16
3046   388.46136 1357.3813    12 16
3047   499.96735 795.7825    8 16
3048   6.026922 750.61584    14 16
3049   304.57574 345.3856    14 16
3050   220.98788 502.79694    8 16
3051   1758.4307 631.9279    42 16
3052   404.94806 1542.8733    2 16
3053   673.374 1368.585    8 16
3054   224.51619 858.6143    6 16
3055   841.5222 -3.4379106    8 16
3056   561.0285 426.41766    8 16
3057   829.6597 664.2344    4 16
3058   1499.3491 1008.86304    101 80
3059   879.30835 516.72656    14 16
3060   795.99585 909.85266    6 16
3061   101.82366 1133.2498    4 16
3062   1449.0963 266.23212    16 16
3063   221.29118 608.5041    4 16
3064   375.62067 332.53418    2 16
3065   823.3962 1474.9282    8 16
3066   256.1867 1663.9656    14 16
3067   329.73175 914.4306    6 16
3068   793.9969 1474.791    8 16
3069   514.82666 179.88776    4 16
3070   200.64177 453.6347    8 16
3071   132.65868 1352.7632    12 16
3072   1207.009 1809.2764    4 16
3073   245.49826 2134.0654    12 16
3074   335.82224 248.53555    20 16
3075   628.75165 655.53815    6 16
3076   731.9742 2139.2007    2 16
3077   583.0472 871.29114    2 16
3078   368.00598 33.333164    6 16
3079   862.97235 1506.115    14 16
3080   465.1036 320.96045    16 16
3081   112.0712 2228.2456    101 80
3082   148.2113 566.8557    4 16
3083   442.2102 1384.2322    8 16
3084   515.86115 205.11325    6 16
3085   624.2778 143.68346    12 16
3086   813.1853 2059.2908    14 16
3087   791.83215 344.0014    16 16
3088   523.8348 1568.8369    28 16
3089   113.14052 1397.6052    16 16
3090   595.1156 30.761818    8 16
3091   649.43604 542.9509    2 16
3092   134.50316 1530.656    14 16
3093   532.8126 1455.5549    14 16
3094   768.20856 590.49414    8 16
3095   592.1321 2241.9478    14 16
3096   1250.3245 1259.597    12 16
3097   283.64285 263.61523    4 16
3098   255.31091 209.91293    12 16
3099   560.52124 1577.8057    28 16
3100   286.54996 810.95013    2 16
3101   334.6193 1448.3883    2 16
3102   417.2879 1553.2307    8 16
3103   656.4961 1037.3965    8 16
3104   327.3178 2230.9429    14 16
3105   728.647 1611.0853    6 16
3106   376.00238 945.9242    14 16
3107   269.8211 302.34006    10 16
3108   284.06335 142.64223    18 16
3109   179.27698 2084.685    8 16
3110   814.7942 177.30173    8 16
3111   726.47253 690.20593    8 16
3112   602.1465 841.6613    4 16
3113   658.03674 279.12646    6 16
3114   711.4591 -5.213066    6 16
3115   457.7392 216.87317    8 16
3116   682.7154 1614.7769    10 16
3117   19.34258 907.89453    6 16
3118   731.0157 864.0205    8 16
3119   472.11377 1592.7996    12 16
3120   311.14343 533.5082    6 16
3121   686.9536 569.3527    8 16
3122   719.14465 1231.1196    8 16
3123   441.40582 614.1117    14 16
3124   712.9984 1368.2964    6 16
3125   472.279 724.8874    8 16
3126   1614.3982 1230.7257    12 16
3127   386.89972 880.56885    14 16
3128   29.997246 1215.7555    12 16
3129   1649.2513 1485.824    101 80
3130   483.4829 1364.502    8 16
3131   642.011 605.6662    6 16
3132   372.26486 2050.4968    6 16
3133   418.42108 185.85287    8 16
3134   431.66827 1447.821    8 16
3135   773.39606 2231.1455    8 16
3136   516.0977 351.8686    6 16
3137   181.33673 650.5906    14 16
3138   586.7131 431.8034    2 16
3139   649.4329 978.3428    2 16
3140   679.3519 1434.4507    6 16
3141   160.5501 452.74203    12 16
3142   604.4858 431.8034    2 16
3143   813.1769 103.44188    6 16
3144   193.34674 1670.4836    2 16
3145   604.1797 1368.0159    14 16
3146   321.15503 513.70355    2 16
3147   681.8153 1200.4619    14 16
3148   293.54895 2104.975    6 16
3149   557.7658 633.464    8 16
3150   338.32294 1120.105    8 16
3151   596.7599 986.7837    2 16
3152   845.14026 851.173    6 16
3153   136.57156 664.2876    12 16
3154   797.8396 732.2142    14 16
3155   476.85437 1617.1254    8 16
3156   952.34924 714.5033    42 16
3157   1748.3309 1280.9492    63 128
3158   231.51433 1427.5396    16 16
3159   669.20544 268.6621    12 16
3160   143.36612 913.7348    4 16
3161   355.28015 35.555862    6 16
3162   721.64575 2156.4731    14 16
3163   859.12775 2047.3281    6 16
3164   760.64246 2135.1082    6 16
3165   695.0352 1608.2864    2 16
3166   131.96088 852.57336    8 16
3167   1040.3798 2080.7576    24 16
3168   711.3656 844.8013    6 16
3169   277.12112 920.1902    6 16
3170   136.99461 626.4602    16 16
3171   656.04785 792.01965    8 16
3172   813.0748 2289.6978    6 16
3173   492.28104 47.634743    8 16
3174   281.99518 214.95557    2 16
3175   306.41837 1664.1843    14 16
3176   1066.4596 171.89595    42 16
3177   639.5976 1683.0713    2 16
3178   299.3085 995.2169    6 16
3179   836.24225 912.9734    2 16
3180   589.1295 859.9954    4 16
3181   460.3211 705.897    20 16
3182   285.68164 1180.0374    4 16
3183   596.1461 886.6262    14 16
3184   580.0354 654.5442    14 16
3185   123.76169 355.97693    4 16
3186   493.80725 197.97057    4 16
3187   550.7957 208.50793    8 16
3188   305.96307 516.0335    4 16
3189   81.13988 307.6848    20 16
3190   4.3263035 1361.0753    16 16
3191   134.57678 33.513466    24 16
3192   263.13098 801.1613    6 16
3193   446.61725 68.46788    6 16
3194   411.23996 1093.442    4 16
3195   79.75784 351.3355    10 16
3196   399.4632 419.7926    20 16
3197   819.1853 2069.2666    2 16
3198   752.97595 2032.7991    4 16
3199   573.0932 534.096    14 16
3200   1.5218012 1370.8105    4 16
3201   169.05556 709.77    14 16
3202   377.4455 1568.144    6 16
3203   558.119 806.36316    20 16
3204   383.25427 571.3728    20 16
3205   303.04745 536.42065    8 16
3206   1748.3309 1352.0383    63 128
3207   995.6711 1877.7107    24 16
3208   509.02786 296.0221    4 16
3209   82.89114 796.28845    8 16
3210   375.77454 743.7197    30 16
3211   401.91788 468.39117    16 16
3212   502.0451 758.4799    8 16
3213   216.44072 2134.4063    2 16
3214   328.21838 171.20901    2 16
3215   798.9477 159.45947    6 16
3216   513.8259 1263.1064    14 16
3217   852.8777 181.29349    14 16
3218   1158.8582 203.96365    42 16
3219   123.54468 2146.8247    84 96
3220   148.39716 968.23047    6 16
3221   662.896 1337.2186    2 16
3222   1615.0305 855.7407    16 16
3223   705.2413 808.05347    8 16
3224   137.31207 577.0265    14 16
3225   655.15405 1437.938    10 16
3226   822.9419 587.22107    10 16
3227   987.3003 1330.4307    42 16
3228   425.8647 769.0316    20 16
3229   495.98932 1648.7168    4 16
3230   272.7386 2267.8965    14 16
3231   138.17712 270.6133    4 16
3232   127.970184 839.0409    12 16
3233   547.3211 355.71075    12 16
3234   174.69565 1187.8757    12 16
3235   1251.8218 547.5941    24 16
3236   335.57556 1078.4564    6 16
3237   669.328 962.9821    8 16
3238   482.30515 14.718592    2 16
3239   785.6207 2120.5483    16 16
3240   528.50354 180.39468    4 16
3241   834.6861 2174.3662    14 16
3242   497.78552 1349.9128    8 16
3243   298.48535 956.9629    10 16
3244   377.4455 1561.0468    6 16
3245   177.12585 942.0535    2 16
3246   1071.3591 531.37317    24 16
3247   596.1606 924.2478    4 16
3248   467.27197 769.19836    20 16
3249   111.10029 52.379154    10 16
3250   465.1036 301.8828    16 16
3251   270.58966 381.58307    8 16
3252   713.4291 1212.2885    10 16
3253   1588.5151 1054.783    42 16
3254   841.73596 494.0352    6 16
3255   277.01166 1175.0735    2 16
3256   784.13416 82.31473    8 16
3257   675.3627 1398.9283    6 16
3258   266.44196 466.375    18 16
3259   258.68826 115.391914    8 16
3260   675.44995 1562.9819    8 16
3261   527.15393 1182.7977    14 16
3262   696.9549 1545.1447    4 16
3263   45.109753 85.12287    8 16
3264   152.07841 868.97754    2 16
3265   14.37475 365.88513    2 16
3266   164.33655 1307.424    12 16
3267   546.0397 494.07513    2 16
3268   751.4357 2287.0222    14 16
3269   292.4676 394.13382    4 16
3270   774.8043 812.7151    6 16
3271   864.15894 773.45264    2 16
3272   231.87898 81.86051    8 16
3273   431.5031 365.17514    8 16
3274   51.18698 945.8928    12 16
3275   1158.7732 259.11047    4 16
3276   745.6953 2100.6152    14 16
3277   1139.4453 888.3319    12 16
3278   297.6206 431.61664    8 16
3279   121.73703 525.46313    6 16
3280   819.0142 570.667    8 16
3281   341.79333 212.79144    4 16
3282   858.4004 1452.3729    6 16
3283   171.15135 999.9645    10 16
3284   674.17566 401.90872    6 16
3285   46.3152 1187.2964    16 16
3286   241.26527 62.95073    14 16
3287   41.327225 1005.4085    6 16
3288   261.99878 228.66803    4 16
3289   567.9011 315.49753    2 16
3290   1365.7378 1048.0076    84 96
3291   678.6809 1389.8253    2 16
3292   191.03806 2074.85    4 16
3293   416.4101 1589.1196    8 16
3294   1728.2896 555.79205    6 16
3295   159.44794 753.8202    4 16
3296   754.01666 2081.6152    14 16
3297   643.7238 1141.7462    2 16
3298   792.3041 1043.9719    14 16
3299   878.52576 501.18735    14 16
3300   731.30884 721.2407    6 16
3301   620.17194 2250.8623    14 16
3302   461.61945 605.9012    14 16
3303   276.12433 2124.941    12 16
3304   1080.3441 1165.2632    24 16
3305   214.32224 1223.7905    12 16
3306   625.2147 1144.9443    4 16
3307   636.2798 247.68925    8 16
3308   423.74167 2268.6191    14 16
3309   307.1787 231.5812    4 16
3310   1435.4697 1011.448    42 16
3311   581.2766 887.10504    2 16
3312   220.0352 632.04407    8 16
3313   181.3062 1129.8579    6 16
3314   335.73645 988.8434    12 16
3315   808.89746 571.0929    8 16
3316   264.0379 791.0846    8 16
3317   663.37756 402.8291    6 16
3318   471.08942 62.643814    12 16
3319   356.2123 2156.9424    6 16
3320   651.58655 89.0185    6 16
3321   869.0609 1686.3044    6 16
3322   238.03745 1629.9307    2 16
3323   605.9557 146.38521    14 16
3324   93.89236 1084.5037    6 16
3325   856.0439 910.39355    28 16
3326   569.6964 566.1355    4 16
3327   320.7911 1219.8973    12 16
3328   871.37 745.2158    14 16
3329   622.32446 1048.9512    26 16
3330   378.57928 450.7951    16 16
3331   159.99736 228.69612    12 16
3332   546.1018 1452.883    14 16
3333   1179.2097 1296.6868    24 16
3334   634.8269 2251.5479    14 16
3335   765.14 1686.4329    6 16
3336   645.1688 1510.5558    6 16
3337   237.35461 651.6315    12 16
3338   79.50196 878.96704    4 16
3339   302.21265 182.03682    20 16
3340   815.9243 754.4428    4 16
3341   1758.5157 555.79205    4 16
3342   349.3448 844.9369    30 16
3343   5.3263035 1309.8029    14 16
3344   171.66763 733.4885    6 16
3345   683.8283 1301.4849    6 16
3346   225.88647 2103.4019    14 16
3347   17.963543 1341.7671    2 16
3348   860.3278 80.39049    6 16
3349   525.2271 671.8044    14 16
3350   448.29462 115.20604    8 16
3351   50.971714 960.5182    12 16
3352   208.14482 1483.96    2 16
3353   757.5405 287.44775    8 16
3354   602.02563 280.95352    2 16
3355   261.90228 75.45558    4 16
3356   833.59436 885.51056    6 16
3357   749.0851 1070.7292    6 16
3358   216.84013 254.87411    8 16
3359   710.2185 191.95642    6 16
3360   512.8912 1279.2388    14 16
3361   182.48785 958.2964    22 16
3362   727.67706 666.14966    14 16
3363   610.827 2066.4624    6 16
3364   228.07169 487.91333    12 16
3365   386.78607 494.8208    20 16
3366   865.6666 1600.9487    2 16
3367   265.08466 2202.0269    6 16
3368   1444.1106 847.7546    16 16
3369   702.5709 413.2439    8 16
3370   514.4769 445.5103    14 16
3371   1378.6938 516.8019    2 16
3372   681.3854 116.44555    8 16
3373   113.99736 1081.5657    8 16
3374   883.5006 22.097116    6 16
3375   180.74521 893.9147    14 16
3376   1117.1266 1066.8784    24 16
3377   573.8904 2067.3838    6 16
3378   432.13245 1420.5327    8 16
3379   511.80872 844.33405    20 16
3380   409.44037 1133.637    6 16
3381   682.46576 609.47546    6 16
3382   1222.1917 1259.8632    10 16
3383   488.99866 608.3088    14 16
3384   117.75055 486.36295    12 16
3385   634.2743 1020.0303    26 16
3386   866.256 181.1453    14 16
3387   1119.0754 697.97    14 16
3388   350.21393 327.10663    18 16
3389   38.022514 1393.5262    12 16
3390   348.13568 594.70276    6 16
3391   547.6522 2231.851    14 16
3392   428.68103 317.3834    16 16
3393   806.605 1614.7487    2 16
3394   1654.2512 748.05493    84 96
3395   407.1402 2157.6218    16 16
3396   493.26846 593.92065    14 16
3397   320.7911 1234.4653    12 16
3398   1658.989 463.80527    24 16
3399   1143.4512 1827.6295    14 16
3400   224.81891 781.15173    6 16
3401   129.77802 317.71426    18 16
3402   780.9796 889.19354    6 16
3403   385.7187 1630.6472    14 16
3404   605.4926 1250.3525    14 16
3405   581.2766 878.0685    2 16
3406   593.415 318.4571    14 16
3407   203.83331 238.73877    8 16
3408   547.62103 1685.0242    4 16
3409   723.25446 1466.6653    6 16
3410   351.91876 1547.0403    2 16
3411   747.43774 1471.1611    14 16
3412   662.3152 213.39963    6 16
3413   549.0202 1555.7532    6 16
3414   822.79736 2194.0078    14 16
3415   896.69135 1312.0219    101 80
3416   557.54584 1267.7258    14 16
3417   455.05396 2068.518    6 16
3418   306.96307 524.7709    2 16
3419   562.06714 301.8468    14 16
3420   839.6221 396.1158    6 16
3421   105.91666 728.3931    6 16
3422   377.69366 1083.6364    8 16
3423   623.9859 553.1924    14 16
3424   694.1042 1434.1941    6 16
3425   386.05432 2035.2035    6 16
3426   338.19324 48.10623    12 16
3427   599.6722 835.9047    2 16
3428   744.7659 1257.8778    4 16
3429   513.89465 115.553604    8 16
3430   563.151 -4.5748024    6 16
3431   321.2082 714.84143    2 16
3432   398.7901 2073.5532    2 16
3433   30.176426 16.715927    10 16
3434   499.3556 1380.1058    8 16
3435   492.36456 167.12675    4 16
3436   815.0693 850.7501    8 16
3437   169.23227 724.01917    2 16
3438   595.88025 381.0587    6 16
3439   1128.416 204.09311    24 16
3440   175.1192 904.5925    2 16
3441   1245.5354 1163.875    10 16
3442   73.068184 264.4715    8 16
3443   574.1957 1181.9961    14 16
3444   749.49927 1023.427    14 16
3445   764.52875 83.193665    12 16
3446   801.9204 2064.1855    6 16
3447   694.73413 1150.7256    16 16
3448   435.61377 1434.3206    8 16
3449   30.842949 1288.3853    2 16
3450   839.0991 786.43945    14 16
3451   363.2133 927.61975    2 16
3452   684.79095 1575.8339    4 16
3453   1147.017 2022.6594    6 16
