# Legalization file
2360 148   0.0 0.0     1.0 16.0
6065   892.2793 1367.073    18 16
6066   1749.6144 462.71667    14 16
6067   1392.3857 132.41824    2 16
6068   1579.6138 1390.0176    8 16
6069   376.49774 648.1581    6 16
6070   840.79877 2253.4624    12 16
6071   617.0801 310.27155    14 16
6072   631.10767 1412.9106    10 16
6073   1211.1802 737.89575    14 16
6074   420.17072 440.8297    14 16
6075   1538.4182 1053.1992    6 16
6076   1547.2471 421.85455    14 16
6077   780.79083 1168.405    6 16
6078   514.8113 223.84557    14 16
6079   1407.0658 1163.5708    14 16
6080   1624.4489 553.5856    8 16
6081   537.14496 270.559    12 16
6082   1246.9602 413.0714    14 16
6083   1816.5446 2106.8008    8 16
6084   275.7828 2329.311    8 16
6085   1449.7542 110.49087    8 16
6086   1853.4728 882.3189    6 16
6087   6.2241707 1561.6879    8 16
6088   1550.334 2331.5483    2 16
6089   1078.356 830.4286    8 16
6090   1756.5232 1583.4127    8 16
6091   533.14954 962.37366    2 16
6092   1518.9797 952.73016    8 16
6093   1411.9745 1325.6176    6 16
6094   672.605 1902.5928    14 16
6095   739.0516 2110.4229    14 16
6096   1220.6492 895.5565    2 16
6097   1512.408 77.47676    14 16
6098   514.2953 911.0382    14 16
6099   1666.2744 1855.7767    8 16
6100   1063.5676 564.57947    8 16
6101   1481.1815 1646.9974    8 16
6102   1140.0072 107.279915    14 16
6103   247.37248 1444.5499    4 16
6104   1229.4714 1081.5059    14 16
6105   133.70013 2282.7268    12 16
6106   103.488144 863.13257    12 16
6107   595.7085 84.61203    12 16
6108   632.44666 973.1769    6 16
6109   980.63684 1354.0889    8 16
6110   1371.8599 530.08154    8 16
6111   1609.0203 267.3141    8 16
6112   1030.8192 2148.3643    8 16
6113   443.25427 2323.5908    8 16
6114   1523.4229 1285.4955    14 16
6115   1575.6876 759.86743    6 16
6116   1635.6824 1063.9127    14 16
6117   469.07657 2352.2612    14 16
6118   707.3256 1835.5085    10 16
6119   1130.278 1672.5599    8 16
6120   514.39685 1165.4888    8 16
6121   1438.7053 2000.2551    8 16
6122   1814.9578 2053.5693    8 16
6123   1576.5505 209.00616    14 16
6124   1641.18 74.11133    8 16
6125   1246.0964 367.304    8 16
6126   852.624 1824.2505    8 16
6127   115.271095 1226.5847    18 16
6128   1875.4429 1314.9863    14 16
6129   140.4829 473.91354    12 16
6130   1264.9863 865.303    8 16
6131   755.2722 1082.5225    6 16
6132   202.1058 639.0718    6 16
6133   1232.3245 1276.9897    6 16
6134   795.77515 2320.7961    14 16
6135   1246.12 563.4606    14 16
6136   1145.6787 1398.4375    14 16
6137   625.33496 2173.6035    12 16
6138   669.1691 168.27335    8 16
6139   332.22375 759.1519    12 16
6140   414.49017 610.42676    8 16
6141   373.75275 551.9453    14 16
6142   673.0212 724.35754    14 16
6143   1181.2179 774.7291    14 16
6144   1681.5558 1394.0593    8 16
6145   25.308567 22.32312    8 16
6146   1194.1392 2084.6401    18 16
6147   1677.4119 45.277428    8 16
6148   637.9239 1131.9441    6 16
6149   380.19373 1298.5354    8 16
6150   344.71765 2126.1946    12 16
6151   1763.8799 2266.5732    8 16
6152   1599.9034 1643.7744    14 16
6153   256.0716 1199.4575    6 16
6154   1435.0232 1861.9766    14 16
6155   1368.8457 33.253036    8 16
6156   310.02344 1653.1743    12 16
6157   362.02173 1172.1925    8 16
6158   113.59012 1561.5175    18 16
6159   284.8252 1491.4124    6 16
6160   613.6301 1218.7446    8 16
6161   900.03 1949.8435    8 16
6162   491.1601 1138.6302    6 16
6163   1691.6451 956.1913    8 16
6164   188.6649 456.51422    8 16
6165   1375.7697 226.31369    6 16
6166   1273.1248 1142.6787    12 16
6167   1536.4285 1662.7268    14 16
6168   1213.1161 1295.3093    8 16
6169   489.29553 275.61615    14 16
6170   1592.126 949.3882    6 16
6171   1517.0276 2179.831    14 16
6172   243.24591 1814.9214    6 16
6173   1502.0679 409.08093    14 16
6174   1093.9484 1630.2311    8 16
6175   1376.2595 1134.2561    6 16
6176   375.42792 1872.3058    12 16
6177   1512.0427 816.30884    14 16
6178   163.5629 369.06186    12 16
6179   1697.0242 865.95013    8 16
6180   810.3094 955.43506    4 16
6181   1478.7451 1668.1079    14 16
6182   1097.0284 456.73026    14 16
6183   1636.1047 1576.4551    14 16
6184   1662.1765 1267.6154    14 16
6185   993.0436 593.31775    8 16
6186   1635.9205 1816.8677    14 16
6187   214.85165 1200.6304    10 16
6188   141.50232 1382.7397    8 16
6189   1285.754 1877.8193    18 16
6190   1508.1697 1761.8923    14 16
6191   147.52036 1918.7314    10 16
6192   630.7081 943.26624    6 16
6193   1637.6716 946.4769    8 16
6194   1394.9766 695.6492    8 16
6195   1329.6046 1099.0579    8 16
6196   168.17148 2331.7393    6 16
6197   1412.8759 1346.2576    6 16
6198   484.3601 458.19037    14 16
6199   610.6301 1228.5353    14 16
6200   1650.6422 832.0835    14 16
6201   709.22174 239.19868    8 16
6202   1000.7909 331.29004    8 16
6203   1410.8169 946.1124    6 16
6204   405.47964 1013.9686    6 16
6205   781.53345 320.39963    6 16
6206   202.1058 645.25916    6 16
6207   1607.5366 1601.4077    14 16
6208   719.9863 1647.7424    6 16
6209   1248.7628 2010.4407    8 16
6210   993.19336 1057.5836    8 16
6211   456.25146 1820.2004    14 16
6212   306.72504 1917.3159    6 16
6213   173.56934 886.37585    14 16
6214   231.1577 1041.3998    10 16
6215   -0.48898888 2280.3213    12 16
6216   1845.46 1723.3262    2 16
6217   272.6081 467.4596    12 16
6218   980.97974 1243.1948    14 16
6219   1813.6622 847.12964    6 16
6220   375.60815 391.65613    12 16
6221   10.463871 1709.2849    14 16
6222   1467.3345 1776.5131    14 16
6223   1751.7286 1684.4329    14 16
6224   484.80322 1954.3022    6 16
6225   1837.4651 835.29395    6 16
6226   660.7407 2252.608    8 16
6227   1075.9832 1776.9025    8 16
6228   625.6595 530.26215    14 16
6229   914.7023 2011.617    18 16
6230   42.263428 407.44482    8 16
6231   1468.4152 788.353    8 16
6232   1761.4047 279.76367    14 16
6233   1849.1372 2287.2183    8 16
6234   430.26282 308.52313    6 16
6235   1343.5962 877.0134    8 16
6236   1310.8044 1026.8905    8 16
6237   749.1435 2335.5273    14 16
6238   1596.4052 2308.419    8 16
6239   1381.6002 948.5432    8 16
6240   1425.2593 587.24915    10 16
6241   413.36884 1020.41125    8 16
6242   798.2683 1142.11    6 16
6243   314.77972 1203.1743    6 16
6244   1157.084 376.06375    14 16
6245   24.565058 1303.5155    2 16
6246   564.6315 239.91203    8 16
6247   1236.4092 1452.1534    8 16
6248   673.78064 79.76398    14 16
6249   914.34 1471.449    18 16
6250   642.2964 1278.247    14 16
6251   696.56433 657.2401    14 16
6252   1010.5066 207.8476    6 16
6253   1061.918 313.08963    8 16
6254   412.30463 977.55615    8 16
6255   87.76114 1288.0405    16 16
6256   1013.0608 1198.9922    14 16
6257   1099.699 1777.3179    8 16
6258   1571.8761 1434.5503    2 16
6259   1741.5574 1384.1646    8 16
6260   1539.9897 687.30945    14 16
6261   952.52686 1997.896    18 16
6262   1135.8413 2175.2747    6 16
6263   335.99365 1595.652    12 16
6264   624.9533 0.8000536    8 16
6265   699.7832 2317.2114    10 16
6266   1400.435 457.93744    2 16
6267   1384.0615 1263.179    8 16
6268   160.09492 815.5941    8 16
6269   197.2503 1503.9058    14 16
6270   118.084045 320.0326    8 16
6271   1031.3462 381.91693    14 16
6272   1368.777 1338.1008    6 16
6273   811.61273 1050.8934    14 16
6274   640.48474 292.89407    18 16
6275   378.76868 1351.4636    6 16
6276   1412.1433 796.4204    8 16
6277   254.19232 728.7461    12 16
6278   25.847374 407.44482    8 16
6279   877.8065 346.7531    6 16
6280   1032.783 1630.3435    14 16
6281   51.136738 1486.5161    18 16
6282   1435.407 1170.4585    8 16
6283   1362.5559 1630.216    8 16
6284   354.1242 1206.7646    6 16
6285   833.468 426.94095    8 16
6286   1538.2432 1172.469    14 16
6287   1172.0444 579.192    14 16
6288   291.52655 1151.8328    6 16
6289   1117.1509 542.3634    8 16
6290   892.88696 1831.1799    6 16
6291   1375.5408 1099.037    14 16
6292   1329.2173 458.00653    8 16
6293   1563.48 2096.1797    2 16
6294   1096.0232 345.41312    14 16
6295   1041.781 2067.3833    18 16
6296   1278.0953 1759.497    8 16
6297   684.376 2233.3843    6 16
6298   534.794 2027.1833    18 16
6299   999.51904 1792.3066    6 16
6300   1646.8203 1637.1365    14 16
6301   777.9326 343.92157    10 16
6302   761.80066 1266.98    14 16
6303   441.26166 1644.7832    12 16
6304   1457.8625 1355.1047    14 16
6305   1651.1938 1797.5251    14 16
6306   841.5657 73.19405    12 16
6307   1240.1875 1818.0979    18 16
6308   439.42026 1629.1086    6 16
6309   1320.814 2335.48    18 16
6310   1007.85284 1726.803    8 16
6311   13.030413 106.84076    14 16
6312   112.63527 1330.2678    18 16
6313   1846.1372 2240.5923    14 16
6314   1063.911 262.3955    14 16
6315   1081.1755 1080.3699    6 16
6316   863.80115 1087.4263    14 16
6317   1323.615 1344.8704    6 16
6318   188.64609 1762.4362    8 16
6319   1210.6974 862.11536    2 16
6320   1449.8928 281.01407    14 16
6321   294.12213 1938.7273    4 16
6322   1046.7316 986.37085    14 16
6323   1809.2856 1394.49    8 16
6324   472.68268 363.29523    14 16
6325   355.67722 1337.4054    6 16
6326   1213.5173 1199.2096    6 16
6327   1182.5415 1336.9639    8 16
6328   284.99463 674.73035    12 16
6329   1550.1234 467.70624    8 16
6330   1098.5735 1014.3279    8 16
6331   197.72717 2231.233    6 16
6332   584.97186 330.2545    14 16
6333   1197.4973 1968.5234    12 16
6334   313.65414 461.078    14 16
6335   552.87805 1357.3162    8 16
6336   259.27997 1924.8118    6 16
6337   707.37024 906.06866    14 16
6338   1852.051 2028.1816    8 16
6339   1311.4071 160.96268    14 16
6340   517.8113 210.9656    8 16
6341   615.0585 1684.3156    6 16
6342   575.70825 118.97571    12 16
6343   1509.2104 935.9144    6 16
6344   1470.4152 781.9879    4 16
6345   1421.5396 1247.5837    14 16
6346   505.7003 302.09912    8 16
6347   1819.4314 1131.8044    8 16
6348   30.797165 886.5134    8 16
6349   807.0952 96.96176    12 16
6350   76.67661 2160.27    12 16
6351   427.10535 1000.57947    14 16
6352   568.5375 471.94257    12 16
6353   461.9815 1383.7637    6 16
6354   1780.0151 1714.9739    2 16
6355   371.94733 174.30704    8 16
6356   1308.613 1752.7721    8 16
6357   1279.3772 1877.8193    8 16
6358   1177.4943 1490.6909    14 16
6359   110.48178 407.2623    14 16
6360   490.39447 149.4847    12 16
6361   194.71536 1101.3374    6 16
6362   1438.5227 938.8236    8 16
6363   533.88153 1782.4761    6 16
6364   1076.7131 1759.8088    8 16
6365   448.08084 2031.1567    6 16
6366   737.41785 1159.3021    6 16
6367   957.44214 1368.6625    8 16
6368   769.23926 1162.2144    6 16
6369   904.4767 1894.6277    6 16
6370   1071.8855 241.23012    8 16
6371   1853.5313 720.19257    8 16
6372   1061.8319 737.6525    8 16
6373   1355.126 1221.4532    10 16
6374   1646.8358 2337.1868    18 16
6375   266.5718 1112.666    2 16
6376   1375.202 777.0762    14 16
6377   639.54376 2207.7058    14 16
6378   1031.9598 754.22906    18 16
6379   1864.7751 1881.5957    8 16
6380   157.26678 1090.4019    12 16
6381   239.78531 2191.2285    12 16
6382   732.8082 1503.669    14 16
6383   557.6549 828.20776    12 16
6384   1014.32886 250.86786    8 16
6385   187.09143 1093.7063    4 16
6386   1705.2726 408.90643    14 16
6387   0.6473503 1502.8469    8 16
6388   1193.7263 1579.4746    2 16
6389   1217.4185 801.0906    6 16
6390   245.57169 140.41089    6 16
6391   26.084148 583.4477    14 16
6392   473.78247 776.2808    12 16
6393   61.566772 294.69324    14 16
6394   1405.6658 1884.6062    6 16
6395   999.95056 1162.9795    8 16
6396   246.96613 1055.3823    14 16
6397   688.5219 1702.3835    6 16
6398   1421.4431 799.8165    14 16
6399   297.1355 1473.2161    6 16
6400   243.05817 1477.7651    6 16
6401   1418.8071 1425.3837    14 16
6402   174.52063 1147.0559    8 16
6403   292.49756 1486.8633    10 16
6404   1567.4329 1454.2456    8 16
6405   1470.8733 1588.6653    14 16
6406   1846.408 926.099    6 16
6407   722.67615 2236.8296    12 16
6408   1725.7786 361.4896    8 16
6409   709.92847 2224.2979    6 16
6410   1627.0369 2272.497    6 16
6411   1564.7379 858.28674    8 16
6412   1107.1299 207.63559    8 16
6413   1845.2019 1150.1564    8 16
6414   1114.7832 155.02995    8 16
6415   842.8988 2343.7378    14 16
6416   754.57446 1141.1252    6 16
6417   1873.0552 2317.3545    8 16
6418   134.14255 987.9763    6 16
6419   1046.613 1377.0873    14 16
6420   1437.0547 1519.0193    14 16
6421   1274.0674 2285.17    14 16
6422   174.4801 2060.8018    12 16
6423   1822.1111 1658.6039    14 16
6424   193.73904 740.881    12 16
6425   64.95292 1181.1013    8 16
6426   1812.2985 1625.042    14 16
6427   974.85394 945.9279    8 16
6428   1529.873 2082.281    14 16
6429   1744.6344 2266.5732    14 16
6430   1260.9797 3.166401    8 16
6431   255.34637 842.0432    8 16
6432   58.3601 1448.4309    8 16
6433   1823.0476 58.538544    8 16
6434   795.8218 293.87323    10 16
6435   1020.4324 1753.5664    8 16
6436   752.9031 789.19556    14 16
6437   676.61536 1652.2942    6 16
6438   606.9672 785.87054    6 16
6439   842.0144 2092.8843    14 16
6440   1465.5493 1441.5938    14 16
6441   1376.09 189.75687    8 16
6442   642.54376 2195.7017    8 16
6443   836.6389 244.94717    8 16
6444   311.88333 715.11804    6 16
6445   1232.3331 125.48279    8 16
6446   658.7239 1719.8606    2 16
6447   959.6998 813.0569    8 16
6448   1133.0436 1066.887    8 16
6449   330.14752 2111.1846    8 16
6450   559.9641 618.5145    4 16
6451   104.98633 635.08417    10 16
6452   273.9586 29.478523    8 16
6453   1691.614 2318.9668    8 16
6454   188.67038 759.36786    6 16
6455   259.09424 2056.1758    12 16
6456   1238.0494 2213.0383    14 16
6457   1021.6925 1038.3394    8 16
6458   493.52618 1130.7456    6 16
6459   524.7639 452.42706    14 16
6460   1317.9816 1974.5853    8 16
6461   1608.9495 1069.7979    8 16
6462   727.4166 2166.1296    6 16
6463   1637.4846 2071.7612    8 16
6464   847.4022 1105.7012    14 16
6465   502.09247 1109.1289    8 16
6466   1410.0658 1197.8503    8 16
6467   380.19373 1287.8801    8 16
6468   315.37994 2149.9385    8 16
6469   628.1794 2236.5896    12 16
6470   805.44995 239.92392    14 16
6471   1259.826 2319.335    8 16
6472   914.1611 176.74356    14 16
6473   1585.9584 2337.7495    2 16
6474   756.587 1815.6177    14 16
6475   486.98016 63.160812    12 16
6476   992.4629 7.204068    8 16
6477   660.584 146.91138    8 16
6478   581.86035 434.78302    14 16
6479   1852.883 2098.1921    6 16
6480   1203.511 1337.3044    8 16
6481   1642.2074 359.28925    14 16
6482   803.50916 1311.8634    14 16
6483   1231.7695 614.8085    14 16
6484   1379.5168 333.15912    8 16
6485   202.60037 470.40686    8 16
6486   1665.822 946.2777    8 16
6487   1048.898 692.70715    14 16
6488   719.9089 710.41815    12 16
6489   1662.6964 45.277428    8 16
6490   1487.667 2216.338    14 16
6491   238.3018 1708.9573    12 16
6492   919.2614 37.096813    8 16
6493   621.2825 1033.2244    6 16
6494   819.479 2113.3953    8 16
6495   526.3331 804.0807    6 16
6496   231.46793 2301.3035    12 16
6497   230.10327 1336.7299    6 16
6498   1718.8502 127.0802    14 16
6499   1149.6641 79.242874    8 16
6500   1297.6826 717.313    8 16
6501   662.4357 183.63475    8 16
6502   616.2953 1557.9512    8 16
6503   854.18616 353.79282    8 16
6504   1834.9244 1699.8083    14 16
6505   870.8384 2027.9021    18 16
6506   87.147156 1561.5315    14 16
6507   1410.7046 706.63135    8 16
6508   926.56586 362.31818    14 16
6509   797.50745 1448.2042    18 16
6510   1079.5792 302.1374    8 16
6511   1117.1365 1361.8188    14 16
6512   143.0806 105.23514    12 16
6513   1535.6748 613.6052    6 16
6514   827.34106 791.41254    8 16
6515   1395.6707 1850.7664    6 16
6516   169.71802 739.3571    6 16
6517   700.31195 1221.638    14 16
6518   304.6759 1936.8774    6 16
6519   753.3916 659.40356    14 16
6520   855.4169 292.78036    8 16
6521   1111.1581 1665.5051    8 16
6522   1612.7712 631.39905    6 16
6523   1216.401 1356.4304    6 16
6524   1395.0479 1316.2551    6 16
6525   1705.304 1700.1368    14 16
6526   916.3107 1083.4243    14 16
6527   1871.2251 1326.9751    8 16
6528   1880.559 2249.1213    8 16
6529   1690.3613 62.23922    14 16
6530   1404.8928 1252.1228    6 16
6531   303.80582 176.38889    6 16
6532   1624.5096 2229.065    10 16
6533   599.6261 1739.2881    8 16
6534   1812.3901 1220.9559    8 16
6535   1152.9731 2195.3606    14 16
6536   470.11914 1896.0536    14 16
6537   396.91486 1891.9788    12 16
6538   1440.2084 857.4737    10 16
6539   655.1143 2002.008    18 16
6540   570.07446 1892.7078    14 16
6541   1642.9572 1605.0579    14 16
6542   9.539238 770.3352    8 16
6543   1553.8927 272.98138    14 16
6544   1871.2664 177.1227    14 16
6545   1591.6711 973.49316    8 16
6546   1024.6453 348.01373    8 16
6547   1403.9937 2026.7472    18 16
6548   716.6322 810.6465    14 16
6549   493.15317 2058.3347    10 16
6550   1453.333 809.57007    8 16
6551   1757.0398 2266.5732    8 16
6552   1153.1838 1917.6107    14 16
6553   1500.3918 263.36444    14 16
6554   1572.2556 1653.6025    8 16
6555   1182.9617 1264.418    8 16
6556   1510.7864 1818.788    14 16
6557   626.48193 1223.3433    14 16
6558   456.18124 1468.0745    14 16
6559   1637.9358 1964.6533    8 16
6560   1046.2537 461.20197    14 16
6561   468.82367 1647.506    12 16
6562   960.91943 2163.2944    20 16
6563   377.45538 1146.3333    8 16
6564   766.34485 580.76575    8 16
6565   1594.6089 1558.8921    14 16
6566   1696.1318 1097.4203    8 16
6567   539.03845 660.2368    12 16
6568   204.0836 759.36786    6 16
6569   1723.5123 2045.4258    14 16
6570   243.25095 890.84204    12 16
6571   734.6075 2336.0593    14 16
6572   525.0664 853.6782    6 16
6573   852.31604 1993.1506    6 16
6574   1385.9279 1134.2561    6 16
